expense_id,employee_id,amount,receipt_quality,ocr_confidence,previous_violations,department,category,currency,vendor_country,payment_method,expense_date,submission_date,requires_approval,has_receipt,manual_review_required,vendor_id,vendor_name,notes,approval_status,approval_date,is_violation
1741,1451,156866.8077335247,0.74,0.28,4,Finance,Meals,INR,IN,UPI,2025-02-01,2025-02-04,0,0,0,2727,VendorA,Justified,Rejected,2025-02-08,1
1742,1499,6328.55,0.79,0.4,4,Operations,Meals,INR,IN,Cash,2025-01-23,2025-01-23,1,0,0,2805,VendorB,Justified,Approved,2025-02-08,1
1743,1164,3765.9,0.51,0.59,2,Operations,Supplies,INR,UK,Cash,2025-02-07,2025-02-10,1,1,1,2359,VendorC,Justified,Approved,2025-02-08,0
1744,1181,2338.9,0.54,0.61,2,Marketing,Supplies,INR,IN,Net Banking,2025-01-26,2025-02-03,0,1,1,2213,VendorB,Justified,Approved,2025-02-08,0
1745,1468,8741.02,0.2,0.24,0,Engineering,Travel,INR,IN,Net Banking,2025-02-05,2025-02-09,1,0,1,2834,VendorC,Justified,Approved,2025-02-08,0
1746,1909,8164.2,0.24,0.08,1,Operations,Travel,INR,IN,Cash,2025-01-21,2025-01-22,0,0,1,2441,VendorA,Justified,Approved,2025-02-08,0
1747,1734,2415.84,0.9,0.74,2,Engineering,Meals,INR,IN,UPI,2025-02-04,2025-02-09,0,1,1,2745,VendorB,,Rejected,2025-02-08,0
1748,1822,2086.26,0.84,0.53,1,Finance,Travel,INR,IN,Cash,2025-01-19,2025-01-25,0,0,1,2164,VendorB,Justified,Rejected,2025-02-08,0
1749,1943,7179.85,0.01,0.44,1,HR,Travel,INR,IN,Cash,2025-01-13,2025-01-14,1,1,0,2385,VendorA,Justified,Approved,2025-02-08,1
1750,1977,3218.03,0.87,0.13,2,Engineering,Meals,INR,IN,Credit Card,2025-01-11,2025-01-20,0,0,1,2440,VendorC,Justified,Approved,2025-02-08,0
1751,1006,3133.35,0.03,0.41,0,Sales,Meals,INR,IN,UPI,2025-01-22,2025-01-23,1,0,0,2214,VendorA,Justified,Rejected,2025-02-08,0
1752,1329,1607.67,0.46,0.82,1,Marketing,Meals,INR,IN,UPI,2025-02-03,2025-02-12,0,0,1,2460,VendorB,Justified,Rejected,2025-02-08,0
1753,1774,2713.36,0.07,0.58,0,Sales,Travel,INR,IN,UPI,2025-02-01,2025-02-03,1,0,1,2590,VendorA,Justified,Rejected,2025-02-08,0
1754,1672,4332.32,0.97,0.09,0,HR,Meals,INR,US,UPI,2025-01-11,2025-01-20,1,0,0,2864,VendorC,Justified,Rejected,2025-02-08,0
1755,1150,7355.1,0.97,0.33,2,Marketing,Travel,INR,IN,Net Banking,2025-01-30,2025-02-02,0,1,0,2300,VendorA,Justified,Approved,2025-02-08,0
1756,1084,3429.45,0.61,0.98,1,Marketing,Meals,INR,UK,Net Banking,2025-02-04,2025-02-08,1,0,0,2052,VendorC,,Approved,2025-02-08,1
1757,1146,3353.18,0.39,0.54,0,Marketing,Meals,INR,IN,Credit Card,2025-01-17,2025-01-19,1,0,0,2076,VendorC,,Rejected,2025-02-08,1
1758,1623,49931.588009561434,0.51,0.29,1,IT,Supplies,INR,IN,Net Banking,2025-01-30,2025-02-02,0,0,1,2467,VendorC,,Approved,2025-02-08,1
1759,1380,4835.01,0.76,0.91,0,Operations,Supplies,INR,IN,UPI,2025-01-22,2025-01-28,0,1,0,2006,VendorB,Justified,Approved,2025-02-08,0
1760,1914,1888.3,0.22,0.34,2,HR,Meals,INR,UK,Cash,2025-01-29,2025-02-03,0,1,0,2375,VendorC,Justified,Approved,2025-02-08,0
1761,1547,4907.74,0.44,0.73,0,Operations,Supplies,INR,UK,Credit Card,2025-01-12,2025-01-13,0,0,0,2460,VendorA,Justified,Rejected,2025-02-08,0
1762,1284,7071.34,0.74,0.15,2,Engineering,Supplies,INR,IN,Cash,2025-01-22,2025-01-28,1,1,0,2422,VendorA,Justified,Approved,2025-02-08,0
1763,1699,394.93,0.4,0.16,2,Operations,Supplies,INR,IN,Net Banking,2025-01-15,2025-01-16,1,1,0,2579,VendorA,Justified,Rejected,2025-02-08,0
1764,1081,196.82,0.03,0.56,1,Marketing,Supplies,INR,US,UPI,2025-01-27,2025-01-29,1,0,0,2830,VendorB,Justified,Approved,2025-02-08,0
1765,1513,843.72,0.51,0.24,1,Finance,Travel,INR,UK,Credit Card,2025-01-29,2025-01-29,1,0,1,2685,VendorC,Justified,Rejected,2025-02-08,0
1766,1896,5403.03,0.74,0.05,1,Sales,Supplies,INR,IN,Net Banking,2025-01-28,2025-02-02,1,1,1,2218,VendorA,Justified,Approved,2025-02-08,1
1767,1814,8559.11,0.98,0.93,3,HR,Meals,INR,UK,Cash,2025-01-26,2025-02-04,1,0,0,2223,VendorB,Justified,Rejected,2025-02-08,1
1768,1708,148.36,0.04,0.06,1,Operations,Supplies,INR,UK,Cash,2025-01-14,2025-01-17,0,0,1,2513,VendorB,Justified,Approved,2025-02-08,0
1769,1915,9372.95,0.54,0.72,1,HR,Meals,INR,IN,UPI,2025-01-22,2025-01-30,1,0,1,2142,VendorA,,Approved,2025-02-08,1
1770,1522,1152.16,0.45,0.33,0,HR,Travel,INR,IN,Net Banking,2025-01-12,2025-01-15,0,1,0,2516,VendorA,,Rejected,2025-02-08,1
1771,1745,8435.64,0.24,0.93,3,Finance,Meals,INR,IN,Credit Card,2025-01-13,2025-01-22,0,0,0,2258,VendorB,Justified,Approved,2025-02-08,1
1772,1385,4880.26,0.64,0.99,3,Engineering,Meals,INR,IN,Credit Card,2025-01-16,2025-01-21,0,1,0,2655,VendorB,Justified,Rejected,2025-02-08,1
1773,1706,6627.64,0.16,0.34,0,Operations,Supplies,INR,IN,Credit Card,2025-01-24,2025-01-31,1,0,1,2560,VendorB,,Approved,2025-02-08,1
1774,1470,5155.76,0.28,0.59,1,IT,Meals,INR,IN,Cash,2025-02-03,2025-02-07,0,0,0,2857,VendorB,,Rejected,2025-02-08,1
1775,1118,4822.78,0.78,0.77,4,Marketing,Meals,INR,IN,Net Banking,2025-01-28,2025-01-30,0,0,1,2645,VendorB,Justified,Approved,2025-02-08,1
1776,1395,8365.5,0.46,0.12,2,HR,Travel,INR,IN,Credit Card,2025-01-15,2025-01-23,1,1,1,2802,VendorA,Justified,Approved,2025-02-08,1
1777,1531,7583.28,0.99,0.71,3,Engineering,Travel,INR,IN,Credit Card,2025-01-26,2025-01-28,0,0,1,2165,VendorC,Justified,Approved,2025-02-08,0
1778,1260,4885.68,0.39,0.91,0,IT,Supplies,INR,IN,Credit Card,2025-01-12,2025-01-20,0,1,1,2979,VendorA,Justified,Approved,2025-02-08,0
1779,1804,1205.2,0.46,0.18,4,HR,Travel,INR,US,Credit Card,2025-02-02,2025-02-03,0,0,1,2597,VendorB,,Approved,2025-02-08,1
1780,1933,1242.49,0.3,0.84,2,IT,Travel,INR,IN,Credit Card,2025-01-29,2025-02-05,0,1,0,2575,VendorC,Justified,Rejected,2025-02-08,0
1781,1255,8035.24,0.24,0.12,4,Operations,Meals,INR,UK,Net Banking,2025-01-19,2025-01-24,0,1,0,2468,VendorB,,Rejected,2025-02-08,1
1782,1733,5340.97,0.92,0.57,1,Operations,Supplies,INR,IN,Cash,2025-02-05,2025-02-13,0,1,0,2927,VendorA,Justified,Approved,2025-02-08,0
1783,1904,4867.73,0.75,0.34,0,Sales,Supplies,INR,IN,UPI,2025-01-11,2025-01-15,1,1,1,2768,VendorA,Justified,Approved,2025-02-08,1
1784,1225,6837.61,0.33,0.47,2,HR,Meals,INR,US,Net Banking,2025-02-05,2025-02-08,0,0,0,2636,VendorB,Justified,Rejected,2025-02-08,1
1785,1052,8602.53,0.7,0.3,2,HR,Travel,INR,IN,Cash,2025-02-07,2025-02-08,1,1,0,2047,VendorB,,Rejected,2025-02-08,1
1786,1939,6325.84,0.97,0.26,1,Sales,Travel,INR,IN,Cash,2025-02-06,2025-02-06,1,0,0,2278,VendorA,Justified,Rejected,2025-02-08,0
1787,1866,7652.19,0.07,0.74,1,Operations,Travel,INR,IN,Net Banking,2025-01-14,2025-01-17,1,1,0,2273,VendorA,,Rejected,2025-02-08,0
1788,1499,7676.18,0.26,0.22,1,Engineering,Supplies,INR,IN,Cash,2025-02-03,2025-02-10,1,0,1,2144,VendorA,Justified,Rejected,2025-02-08,1
1789,1505,3626.99,0.2,0.41,0,IT,Meals,INR,US,Cash,2025-01-11,2025-01-20,0,0,1,2228,VendorC,Justified,Rejected,2025-02-08,1
1790,1853,33962.052471080795,0.87,0.27,3,HR,Meals,INR,US,Cash,2025-01-10,2025-01-18,0,0,1,2542,VendorC,,Approved,2025-02-08,1
1791,1363,8031.52,0.18,0.24,4,HR,Travel,INR,IN,Cash,2025-01-25,2025-01-25,0,0,0,2988,VendorA,Justified,Rejected,2025-02-08,1
1792,1279,3834.07,0.31,0.63,0,Finance,Supplies,INR,IN,Credit Card,2025-02-01,2025-02-02,0,1,0,2949,VendorB,Justified,Approved,2025-02-08,1
1793,1592,9043.03,0.54,0.05,0,IT,Meals,INR,IN,Net Banking,2025-01-27,2025-01-29,1,0,0,2972,VendorA,,Approved,2025-02-08,1
1794,1713,789.94,0.62,0.79,4,Sales,Travel,INR,IN,Net Banking,2025-02-04,2025-02-11,1,0,0,2315,VendorA,Justified,Approved,2025-02-08,0
1795,1157,5343.391771802661,0.81,0.55,2,Marketing,Travel,INR,IN,UPI,2025-01-21,2025-01-29,0,0,0,2766,VendorB,,Approved,2025-02-08,0
1796,1631,9277.34,0.41,0.83,4,Operations,Meals,INR,US,Credit Card,2025-01-18,2025-01-20,1,1,0,2833,VendorC,Justified,Approved,2025-02-08,1
1797,1058,6519.7,0.53,0.21,1,Sales,Meals,INR,UK,Credit Card,2025-01-14,2025-01-17,0,0,0,2072,VendorC,Justified,Rejected,2025-02-08,1
1798,1726,3858.03,0.97,0.71,2,HR,Meals,INR,UK,Credit Card,2025-01-30,2025-02-06,0,0,0,2991,VendorA,Justified,Rejected,2025-02-08,0
1799,1127,58514.73268493687,0.3,0.42,0,HR,Supplies,INR,UK,UPI,2025-01-11,2025-01-13,1,1,1,2085,VendorB,,Approved,2025-02-08,1
1800,1735,6756.04,0.25,0.08,4,Operations,Travel,INR,IN,Net Banking,2025-01-27,2025-02-01,1,0,0,2361,VendorA,Justified,Rejected,2025-02-08,0
1801,1720,5358.89,0.71,0.75,0,Marketing,Meals,INR,IN,Credit Card,2025-01-27,2025-01-27,1,0,1,2017,VendorA,Justified,Rejected,2025-02-08,1
1802,1881,1078.85,0.77,0.76,0,IT,Supplies,INR,US,Net Banking,2025-01-15,2025-01-21,1,0,1,2890,VendorB,Justified,Approved,2025-02-08,0
1803,1114,8140.58,0.41,0.27,4,Engineering,Supplies,INR,IN,UPI,2025-02-03,2025-02-07,0,1,1,2273,VendorA,Justified,Rejected,2025-02-08,1
1804,1208,8673.63,0.21,0.92,0,Operations,Meals,INR,IN,Credit Card,2025-01-10,2025-01-13,0,0,1,2082,VendorB,,Approved,2025-02-08,1
1805,1525,1804.47,0.78,0.76,3,Engineering,Meals,INR,US,Net Banking,2025-01-12,2025-01-19,1,0,0,2364,VendorC,Justified,Rejected,2025-02-08,0
1806,1520,8520.07,0.67,0.31,3,HR,Meals,INR,IN,Cash,2025-02-01,2025-02-08,0,1,1,2101,VendorB,Justified,Approved,2025-02-08,1
1807,1551,8790.69,0.88,0.24,0,Engineering,Meals,INR,IN,Credit Card,2025-01-22,2025-01-28,1,1,0,2190,VendorC,,Rejected,2025-02-08,1
1808,1961,5539.34,0.84,0.44,2,Engineering,Supplies,INR,UK,Cash,2025-01-19,2025-01-19,0,1,0,2286,VendorA,,Rejected,2025-02-08,1
1809,1236,6596.17,0.21,0.29,2,Operations,Meals,INR,UK,Credit Card,2025-01-10,2025-01-19,0,0,0,2284,VendorA,Justified,Approved,2025-02-08,1
1810,1280,3884.15,0.83,0.22,2,Sales,Travel,INR,IN,Net Banking,2025-01-16,2025-01-21,1,1,1,2855,VendorC,Justified,Approved,2025-02-08,0
1811,1358,2889.74,0.18,0.4,2,HR,Travel,INR,IN,Cash,2025-01-20,2025-01-22,1,1,1,2096,VendorA,,Rejected,2025-02-08,1
1812,1200,7247.63,0.86,0.03,3,IT,Meals,INR,IN,Cash,2025-02-04,2025-02-11,0,0,1,2881,VendorA,,Approved,2025-02-08,1
1813,1757,8632.56,0.77,0.4,2,Finance,Meals,INR,IN,Cash,2025-02-07,2025-02-16,1,0,1,2722,VendorB,,Rejected,2025-02-08,1
1814,1277,6575.37,0.57,0.22,4,Engineering,Supplies,INR,IN,Credit Card,2025-01-31,2025-02-02,1,1,1,2254,VendorB,Justified,Approved,2025-02-08,0
1815,1234,5164.75,0.64,0.26,2,HR,Travel,INR,IN,Credit Card,2025-01-10,2025-01-17,0,1,0,2591,VendorC,Justified,Approved,2025-02-08,1
1816,1493,1673.36,0.1,0.08,4,Finance,Travel,INR,IN,UPI,2025-01-11,2025-01-15,0,0,0,2178,VendorB,Justified,Rejected,2025-02-08,0
1817,1003,9167.099259804905,0.04,0.59,3,IT,Supplies,INR,IN,Credit Card,2025-02-06,2025-02-10,0,0,0,2543,VendorA,,Rejected,2025-02-08,1
1818,1665,4512.35,0.33,0.47,4,Finance,Meals,INR,IN,Cash,2025-01-13,2025-01-20,0,1,0,2788,VendorB,Justified,Rejected,2025-02-08,1
1819,1441,588.56,0.82,0.75,4,IT,Supplies,INR,UK,UPI,2025-02-07,2025-02-09,0,1,1,2925,VendorB,Justified,Rejected,2025-02-08,0
1820,1028,5736.41,0.47,0.99,0,Sales,Supplies,INR,IN,Net Banking,2025-02-05,2025-02-08,0,0,1,2262,VendorA,,Approved,2025-02-08,1
1821,1108,3889.02,0.22,0.12,4,Finance,Travel,INR,UK,Cash,2025-01-20,2025-01-20,0,0,0,2805,VendorA,Justified,Approved,2025-02-08,0
1822,1609,7596.17,0.83,0.27,0,IT,Supplies,INR,IN,Cash,2025-01-16,2025-01-24,0,0,0,2651,VendorA,Justified,Rejected,2025-02-08,1
1823,1726,3125.92,0.23,0.68,2,Sales,Travel,INR,US,Net Banking,2025-01-25,2025-01-27,1,0,0,2698,VendorB,Justified,Rejected,2025-02-08,0
1824,1804,5970.53,0.82,0.24,4,Marketing,Travel,INR,IN,Net Banking,2025-01-21,2025-01-28,0,0,1,2347,VendorB,Justified,Approved,2025-02-08,0
1825,1074,5423.07,0.45,0.03,4,Marketing,Supplies,INR,IN,UPI,2025-01-16,2025-01-16,0,1,0,2013,VendorA,Justified,Approved,2025-02-08,0
1826,1837,146.65,0.46,0.11,1,Engineering,Supplies,INR,IN,Cash,2025-01-25,2025-01-25,0,1,1,2326,VendorA,Justified,Rejected,2025-02-08,0
1827,1145,816.66,0.27,0.43,2,Finance,Meals,INR,US,Cash,2025-01-22,2025-01-27,0,1,0,2528,VendorB,Justified,Approved,2025-02-08,0
1828,1127,2974.65,0.9,0.43,4,IT,Travel,INR,IN,Net Banking,2025-01-29,2025-02-03,1,1,0,2662,VendorB,Justified,Rejected,2025-02-08,0
1829,1852,8834.13,0.09,0.97,4,HR,Supplies,INR,IN,Cash,2025-01-19,2025-01-25,0,1,1,2588,VendorA,Justified,Rejected,2025-02-08,1
1830,1041,1555.45,0.14,0.47,1,Operations,Travel,INR,IN,Cash,2025-01-15,2025-01-15,0,0,1,2019,VendorA,Justified,Rejected,2025-02-08,0
1831,1355,7137.85,0.64,0.68,0,Sales,Supplies,INR,IN,UPI,2025-01-10,2025-01-12,0,1,0,2505,VendorA,,Rejected,2025-02-08,1
1832,1040,9736.33,0.85,0.49,2,Finance,Supplies,INR,IN,Net Banking,2025-02-01,2025-02-04,1,0,0,2250,VendorC,Justified,Approved,2025-02-08,1
1833,1933,7926.62,0.1,0.27,1,Sales,Meals,INR,IN,Credit Card,2025-01-28,2025-02-05,1,1,1,2644,VendorC,Justified,Rejected,2025-02-08,1
1834,1033,2505.16,0.73,0.11,2,Finance,Meals,INR,IN,Cash,2025-01-18,2025-01-25,0,1,1,2133,VendorA,,Rejected,2025-02-08,0
1835,1016,9092.82,0.74,0.86,2,Finance,Meals,INR,IN,UPI,2025-01-16,2025-01-19,0,0,0,2908,VendorC,Justified,Approved,2025-02-08,1
1836,1676,1021.76,0.58,0.15,0,Finance,Supplies,INR,IN,Cash,2025-01-30,2025-02-08,0,0,1,2642,VendorA,Justified,Rejected,2025-02-08,1
1837,1152,4734.61,0.49,0.1,0,Operations,Meals,INR,IN,UPI,2025-02-07,2025-02-13,0,1,0,2180,VendorA,,Approved,2025-02-08,1
1838,1997,8886.66,0.32,0.21,3,Finance,Travel,INR,UK,UPI,2025-01-21,2025-01-29,0,1,0,2926,VendorC,Justified,Approved,2025-02-08,0
1839,1377,6448.53,0.35,0.0,1,Sales,Travel,INR,US,Credit Card,2025-01-22,2025-01-31,1,0,1,2130,VendorA,Justified,Rejected,2025-02-08,0
1840,1587,4195.08,0.67,0.07,1,Engineering,Supplies,INR,US,UPI,2025-01-18,2025-01-27,1,0,0,2391,VendorC,Justified,Rejected,2025-02-08,0
1841,1598,2998.85,0.07,0.64,2,Engineering,Meals,INR,IN,Net Banking,2025-01-20,2025-01-27,1,1,1,2070,VendorC,Justified,Rejected,2025-02-08,0
1842,1628,3813.48,0.58,0.24,3,HR,Supplies,INR,IN,UPI,2025-01-29,2025-02-02,1,1,0,2049,VendorB,,Rejected,2025-02-08,1
1843,1873,5138.52,0.28,0.34,3,Operations,Supplies,INR,IN,Credit Card,2025-02-07,2025-02-15,0,0,1,2109,VendorC,Justified,Rejected,2025-02-08,0
1844,1341,3258.53,0.47,0.84,2,Sales,Travel,INR,IN,Cash,2025-01-11,2025-01-15,0,1,1,2582,VendorA,Justified,Approved,2025-02-08,0
1845,1980,9692.78,0.56,0.77,0,Marketing,Meals,INR,IN,UPI,2025-02-07,2025-02-09,0,1,1,2074,VendorA,Justified,Rejected,2025-02-08,1
1846,1026,9337.47,0.89,0.49,3,HR,Travel,INR,IN,Credit Card,2025-02-01,2025-02-06,0,1,1,2983,VendorA,Justified,Rejected,2025-02-08,1
1847,1824,8719.65,0.58,0.61,1,Engineering,Meals,INR,IN,Net Banking,2025-01-12,2025-01-14,1,0,1,2954,VendorC,,Rejected,2025-02-08,1
1848,1286,4276.12,0.23,0.09,0,Finance,Meals,INR,IN,Cash,2025-01-21,2025-01-22,0,1,0,2020,VendorA,Justified,Rejected,2025-02-08,0
1849,1645,6943.89,0.08,0.76,4,Finance,Supplies,INR,IN,Credit Card,2025-01-28,2025-02-03,1,0,0,2403,VendorB,Justified,Rejected,2025-02-08,1
1850,1730,56446.75807827129,0.63,0.52,3,IT,Meals,INR,IN,Cash,2025-01-26,2025-01-28,1,1,0,2604,VendorB,Justified,Approved,2025-02-08,1
1851,1167,8519.25,0.55,0.57,2,Operations,Meals,INR,IN,Net Banking,2025-01-10,2025-01-14,1,1,0,2745,VendorA,Justified,Rejected,2025-02-08,1
1852,1609,4201.84,0.67,0.67,1,IT,Supplies,INR,IN,UPI,2025-01-30,2025-02-07,0,0,1,2841,VendorA,Justified,Approved,2025-02-08,0
1853,1267,1212.62,0.46,0.5,3,Operations,Travel,INR,UK,UPI,2025-01-11,2025-01-14,0,1,0,2432,VendorC,Justified,Rejected,2025-02-08,0
1854,1748,848.74,0.83,0.52,2,Operations,Travel,INR,IN,Credit Card,2025-01-11,2025-01-19,0,0,0,2463,VendorC,Justified,Rejected,2025-02-08,0
1855,1820,5812.93,0.92,0.5,1,Finance,Travel,INR,UK,Net Banking,2025-01-16,2025-01-21,0,1,1,2457,VendorC,,Rejected,2025-02-08,0
1856,1454,6462.02,0.04,0.5,3,Finance,Meals,INR,IN,UPI,2025-01-13,2025-01-15,1,0,1,2293,VendorB,,Approved,2025-02-08,1
1857,1905,8513.44,0.74,0.75,1,HR,Meals,INR,IN,Cash,2025-01-22,2025-01-22,0,0,1,2288,VendorC,Justified,Approved,2025-02-08,1
1858,1684,2995.9,0.04,0.43,4,Engineering,Supplies,INR,US,Cash,2025-01-28,2025-02-04,0,1,0,2633,VendorC,Justified,Approved,2025-02-08,0
1859,1400,1757.96,0.45,0.0,1,Engineering,Supplies,INR,IN,Net Banking,2025-02-07,2025-02-16,1,0,0,2964,VendorC,,Approved,2025-02-08,0
1860,1921,3852.16,0.46,0.61,2,Finance,Supplies,INR,IN,Cash,2025-01-19,2025-01-22,1,1,0,2570,VendorB,,Rejected,2025-02-08,1
1861,1980,3600.39,0.7,0.95,3,Engineering,Travel,INR,UK,Net Banking,2025-01-23,2025-01-28,1,0,0,2779,VendorA,,Rejected,2025-02-08,0
1862,1475,1411.44,0.35,0.26,2,Operations,Meals,INR,IN,Net Banking,2025-01-20,2025-01-21,0,1,0,2391,VendorB,Justified,Rejected,2025-02-08,0
1863,1701,6755.6,0.82,0.82,4,Engineering,Supplies,INR,IN,UPI,2025-01-17,2025-01-20,1,0,0,2453,VendorA,Justified,Rejected,2025-02-08,0
1864,1633,5136.05,0.34,0.46,0,Sales,Meals,INR,IN,Net Banking,2025-01-28,2025-02-04,1,1,1,2342,VendorB,Justified,Approved,2025-02-08,1
1865,1557,7239.12,0.34,0.64,1,HR,Supplies,INR,IN,UPI,2025-01-25,2025-01-26,1,1,0,2687,VendorA,Justified,Approved,2025-02-08,1
1866,1575,3591.64,0.22,0.89,2,Engineering,Supplies,INR,US,Cash,2025-01-27,2025-02-01,1,1,0,2617,VendorA,Justified,Approved,2025-02-08,0
1867,1129,29725.43858766063,0.68,0.77,3,Engineering,Travel,INR,UK,Net Banking,2025-01-31,2025-02-01,0,1,0,2706,VendorB,,Rejected,2025-02-08,1
1868,1821,4778.5,0.08,0.88,3,Marketing,Travel,INR,IN,Cash,2025-01-24,2025-01-31,0,0,0,2549,VendorB,,Approved,2025-02-08,0
1869,1362,8786.33,0.36,0.01,0,HR,Meals,INR,IN,Net Banking,2025-01-13,2025-01-15,0,1,1,2988,VendorC,Justified,Rejected,2025-02-08,1
1870,1704,498.78,0.27,0.19,3,HR,Meals,INR,IN,Cash,2025-01-16,2025-01-24,0,0,1,2033,VendorA,,Rejected,2025-02-08,0
1871,1818,8067.84,0.23,0.42,4,Finance,Supplies,INR,US,Credit Card,2025-02-07,2025-02-12,1,1,1,2131,VendorA,Justified,Rejected,2025-02-08,1
1872,1692,3752.98,0.06,0.85,0,HR,Travel,INR,IN,Net Banking,2025-02-02,2025-02-04,0,0,0,2902,VendorA,Justified,Rejected,2025-02-08,1
1873,1291,8560.73,0.19,0.84,4,Sales,Meals,INR,IN,UPI,2025-01-27,2025-01-28,1,1,1,2852,VendorB,Justified,Approved,2025-02-08,1
1874,1370,8041.81,0.45,0.19,1,Finance,Travel,INR,IN,Credit Card,2025-01-14,2025-01-21,0,1,0,2363,VendorA,Justified,Approved,2025-02-08,0
1875,1793,3552.74,0.5,0.14,4,Operations,Meals,INR,IN,Credit Card,2025-01-30,2025-02-02,0,0,0,2841,VendorC,Justified,Rejected,2025-02-08,0
1876,1028,6969.38,0.27,0.83,1,IT,Meals,INR,IN,UPI,2025-01-21,2025-01-28,1,1,0,2991,VendorA,,Approved,2025-02-08,1
1877,1148,1680.36,0.65,0.54,4,Engineering,Travel,INR,US,Net Banking,2025-01-31,2025-02-06,1,0,0,2984,VendorA,Justified,Approved,2025-02-08,0
1878,1778,121237.83816479289,0.34,0.63,0,HR,Meals,INR,US,Credit Card,2025-01-12,2025-01-13,1,1,1,2332,VendorA,,Rejected,2025-02-08,1
1879,1295,4104.46,0.37,0.81,1,Engineering,Meals,INR,IN,UPI,2025-01-19,2025-01-25,1,0,1,2980,VendorA,,Rejected,2025-02-08,1
1880,1010,4610.69,0.78,0.21,4,Operations,Travel,INR,UK,Credit Card,2025-01-20,2025-01-23,1,1,0,2082,VendorA,Justified,Approved,2025-02-08,0
1881,1511,7087.01,0.55,0.14,4,IT,Travel,INR,IN,Net Banking,2025-01-16,2025-01-21,1,1,0,2314,VendorC,Justified,Rejected,2025-02-08,0
1882,1675,8226.32,0.95,0.86,3,HR,Meals,INR,IN,Credit Card,2025-02-03,2025-02-10,1,1,0,2381,VendorA,Justified,Rejected,2025-02-08,1
1883,1112,2439.79,0.36,0.11,4,Marketing,Meals,INR,US,Net Banking,2025-01-17,2025-01-25,1,1,1,2763,VendorC,Justified,Approved,2025-02-08,0
1884,1186,6647.37,0.83,0.09,3,Finance,Travel,INR,IN,Net Banking,2025-01-19,2025-01-22,0,0,1,2007,VendorB,Justified,Rejected,2025-02-08,0
1885,1806,3980.78,0.74,0.28,4,Finance,Meals,INR,IN,Credit Card,2025-01-14,2025-01-16,0,0,0,2444,VendorB,Justified,Approved,2025-02-08,0
1886,1743,3750.16,0.89,0.32,2,HR,Meals,INR,IN,Net Banking,2025-01-27,2025-01-28,1,1,1,2112,VendorB,Justified,Rejected,2025-02-08,0
1887,1226,6931.26,0.96,0.24,3,HR,Meals,INR,IN,Credit Card,2025-01-20,2025-01-23,0,0,0,2615,VendorC,Justified,Rejected,2025-02-08,1
1888,1309,3933.11,0.01,0.74,0,Operations,Supplies,INR,IN,Net Banking,2025-02-03,2025-02-04,0,0,0,2305,VendorC,Justified,Rejected,2025-02-08,0
1889,1097,3526.47,0.09,0.97,0,IT,Travel,INR,UK,Net Banking,2025-02-06,2025-02-08,1,1,1,2890,VendorB,Justified,Rejected,2025-02-08,0
1890,1054,8375.3,0.67,0.2,1,HR,Supplies,INR,IN,Net Banking,2025-02-04,2025-02-04,0,0,1,2083,VendorB,,Rejected,2025-02-08,1
1891,1622,1102.63,0.39,0.78,0,Finance,Supplies,INR,US,Credit Card,2025-01-16,2025-01-22,1,0,1,2775,VendorA,Justified,Approved,2025-02-08,1
1892,1663,6791.34,0.82,0.04,1,IT,Supplies,INR,IN,Cash,2025-01-13,2025-01-18,0,0,1,2143,VendorC,Justified,Rejected,2025-02-08,0
1893,1757,22269.19009184823,0.01,0.12,0,HR,Supplies,INR,IN,Credit Card,2025-01-18,2025-01-18,0,0,1,2815,VendorB,Justified,Rejected,2025-02-08,1
1894,1405,253.43,0.81,0.52,3,IT,Meals,INR,IN,UPI,2025-01-17,2025-01-25,1,0,0,2189,VendorC,,Rejected,2025-02-08,1
1895,1068,1750.97,0.14,1.0,2,Operations,Supplies,INR,IN,Net Banking,2025-01-12,2025-01-17,1,1,0,2055,VendorC,Justified,Rejected,2025-02-08,0
1896,1311,6105.95,0.29,0.95,1,Sales,Supplies,INR,IN,Credit Card,2025-02-03,2025-02-07,0,0,0,2411,VendorC,Justified,Approved,2025-02-08,1
1897,1288,7120.36,0.97,0.11,2,Marketing,Travel,INR,UK,Net Banking,2025-02-01,2025-02-01,1,1,0,2713,VendorB,Justified,Rejected,2025-02-08,0
1898,1761,308.47,0.05,0.24,4,HR,Meals,INR,IN,Cash,2025-01-27,2025-02-05,0,0,0,2620,VendorB,Justified,Rejected,2025-02-08,0
1899,1547,460.61,0.35,0.95,4,HR,Meals,INR,IN,Cash,2025-01-30,2025-02-03,1,1,1,2020,VendorA,,Rejected,2025-02-08,0
1900,1750,9035.17,0.08,0.15,2,Marketing,Travel,INR,IN,Credit Card,2025-01-28,2025-01-29,0,0,0,2629,VendorC,Justified,Rejected,2025-02-08,0
1901,1147,825.73,0.85,0.74,3,IT,Meals,INR,IN,Credit Card,2025-01-25,2025-01-31,1,0,0,2612,VendorC,Justified,Approved,2025-02-08,1
1902,1466,8952.4,0.7,0.0,2,HR,Meals,INR,IN,UPI,2025-01-25,2025-01-30,0,0,0,2299,VendorC,Justified,Rejected,2025-02-08,1
1903,1738,2358.84,0.8,0.63,2,IT,Travel,INR,IN,Cash,2025-01-11,2025-01-14,1,1,1,2846,VendorA,Justified,Rejected,2025-02-08,0
